ticker,source,timestamp,raw_text,sentiment_score,label,scored_by
ABNB,stocktwits,2026-06-29T15:35:30Z,$ABNB it’s only a 🐷 until it isn’t ENTA 🐒🍌🧠⏰♾️,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T22:09:47Z,$ADBE what a bargain play lol. Literally one of the best fundamentally sound stock.,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T21:55:19Z,$ADBE resistant coming up..,,,
ADBE,stocktwits,2026-07-08T21:11:20Z,$ADBE recovery is good so far but volume dying. feels like a breather is coming imo.,,,
ADBE,stocktwits,2026-07-08T19:47:14Z,"$ADBE I saw 2 fund managers this week Bob Doll and Victoria Fernandez both reccommend ADBE, It would be about time if they are correct. $TEAM $NOW $HUBS $MSFT IGV",1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T19:21:55Z,"Two more wrappers show how differently the market can package the same stock: 
 
$QNXT — iShares Nasdaq-100 ex Top 30 ETF 
$ADBE Weighting: 3.33% 
Expense Ratio: 0.20% 
5D Return: -1.82% 
 
$IGV — iShares Expanded Tech-Software Sector ETF 
$ADBE Weighting: 3.26% 
Expense Ratio: 0.39% 
5D Return: 3.9% 
 
One gives you Adobe without letting the biggest Nasdaq names dominate the whole basket; the other just says, “yes, this is still software.” (5/6)",,,
ADBE,stocktwits,2026-07-08T19:21:47Z,"The ☁️ angle comes through $CLOD. 
 
Themes Cloud Computing ETF has a 3.36% weighting to $ADBE, with a 0.35% expense ratio, and a 5D return of 2.55%. 
 
And honestly, that one makes sense. Adobe went from boxed software nostalgia to subscription workflows → creative cloud → documents → enterprise tools → and AI features layered into the whole thing. (Photoshop CDs are not walking through that door.)  
(4/6)",,,
ADBE,stocktwits,2026-07-08T19:21:36Z,"Then there’s $PKW, the Invesco BuyBack Achievers™️ ETF. 
 
$ADBE Weighting: 4.10% 
Expense Ratio: 0.62% 
5D Return: 1.18% 
 
Different lens entirely. 🧐 
 
This isn’t “Adobe is going to the moon, chase the chart!” This is “Adobe makes the cut in a fund focused on companies that have reduced share count through buybacks.” (3/6)",,,
ADBE,stocktwits,2026-07-08T19:21:25Z,"➡️ ➡️ ➡️ Start with $VFLO. 
 
VictoryShares Free Cash Flow ETF has $ADBE as its largest single-stock holding at 3.51%. 
 
And that’s the part worth digging into, because Adobe isn’t being framed here as “cool software stock with AI features.” It’s being framed as a company with free-cash-flow (FCF) strength. 
Exp. ratio here: 0.39% 
5D return: 3.74% (approx. $64.3M) 🚀  (2/6)",1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T19:21:05Z,"$ADBE is up about 5% this week, but interesting part is where it’s showing up, and that&#39;s not just software ETFs.  
 
Adobe is the largest holding in $VFLO, shows up in a buyback fund, lands in cloud, sits inside a Nasdaq ex-mega-cap basket, and still gets the obvious software-sector treatment. 
 
Here&#39;s the breakdown. 🧵👇 (1/6)",1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T18:01:33Z,$ADBE would not be surprised in the least bit to see Berkshire announce ownership in this. It’s so cheap,,,
ADBE,stocktwits,2026-07-08T17:34:21Z,"$LULU burrys strongest HODL today, $SFM $ADBE $PYPL $ZTS",1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T16:35:07Z,$ADBE So boring today..,,,
ADBE,stocktwits,2026-07-08T16:34:58Z,$ADBE $MU Adobe is a buy now LOL,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T16:31:07Z,$MU that guy owns $ADBE WHO CARES LOL,,,
ADBE,stocktwits,2026-07-08T16:05:32Z,$ADBE $240 next,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T15:56:59Z,$ADBE buy the dip on this cash cow.,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T14:00:31Z,$ADBE added more shares thanks assdobe,,,
ADBE,stocktwits,2026-07-08T13:49:46Z,$ADBE buying back at 218$.  260$ YE target.,,,
ADBE,stocktwits,2026-07-08T12:57:54Z,$ADBE BofA can ligma dih,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T12:37:31Z,"$ADBE (-0.6% pre) $GOOGL Google integrates Gemini Omni Flash into Adobe Firefly for AI-powered video editing 
 
https://ooc.bz/l/107122",,,
ADBE,stocktwits,2026-07-08T11:57:13Z,$ADBE this was ready to go befote this mou over news hit.  I mean whatbr they gonna do  block oil again and thrn what burn coal,,,
ADBE,stocktwits,2026-07-08T11:54:40Z,$ADBE Quickly short in premarket so that you can get on the short train as fast as possible!,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T11:51:17Z,$ADBE $260 soon.,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T11:30:14Z,$ADBE tried selling my calls yesterday didn’t hit and now of course this. Ugh,,,
ADBE,stocktwits,2026-07-08T11:23:19Z,$ADBE back to 200 lol bear mkt,,,
ADBE,stocktwits,2026-07-08T11:15:46Z,"$DMRC hey paul!!! How bout you get the word out about DIGIMARC as we are the most under valued AI infrastructure  company  on the planet!! With partnerships with $NOW $MSFT $ADBE  
 
And since we are exactly this, deliver some revenues, and profits!! 
 
THANK YOU IN ADVANCE",1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T11:15:27Z,$LULU rotation into LULU today from tech $ADBE $MU $M,1.0,bullish,stocktwits_label
ADBE,stocktwits,2026-07-08T07:56:40Z,"Congressman Ro Khanna Bought SNDK Below $50 — He Also Bought This Mid-Cap Software Stock Before An OpenAI Deal Sent It Soaring

$SNDK $TENB $ADBE

https://stocktwits.com/news/equity/markets/congressman-ro-khanna-bought-sndk-below-50-he-also-bought-this-mid-cap-software-stock-before-an-open-ai-deal-sent-it-soaring/cZmVjbUR7NJ",,,
ADBE,stocktwits,2026-07-08T07:24:06Z,"$NOW $MSFT $ADBE $META 
They are trying to survive",,,
ADBE,stocktwits,2026-07-08T04:27:44Z,"$ADBE gapping up this morning and the MACD just flipped bullish underneath it. That combo is worth watching, momentum and price agreeing at the same time. Big boys tend to move early on setups like this. 👀",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T02:00:54Z,"$AMZN new CAPEX estimates released today for AWS from Goldman and BofA. (snapshots below) 
 
-Goldman estimates AWS capex growth slows to 34% y/y in 27&#39;, vs. 73% in 26&#39;, 81% in 25&#39;, and 96% in 24&#39;.  
 
-BofA est. is higher with 44% in 27&#39;, and 20% out to 28&#39;.  
 
-Capex growth vs. AWS growth Trend- 
 
2024: Capex grew 96% and AWS grew 19%= -77 pct. point delta 
2025: Capex grew 81% and AWS grew 20%= -61 pct. point delta 
2026: Capex tracking 73% and AWS 28-33% fc= ~-43 pct point delta 
2027: Capex FC~ 34-44% and AWS est 28-35%= range of -16 point delta down to flat, 1 or 2 point delta  
BofA est on left ..GS on right below",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T01:49:00Z,$AMZN Part 25,,,
AMZN,stocktwits,2026-07-09T01:01:59Z,"$AMD $NVDA $AMZN $google 

$SPY",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:48:19Z,"$AMZN is the only hyperscaler with positive ROI on its cloud/AI CAPEX  because rather than selling bare metal(IaaS) like Goog/Msft and neo-clouds, they sell &quot;Platform as a Service&quot;(PaaS) and &quot;Token as a Service&quot;(TaaS) getting a cut on each with Bedrock.  
 
This is not only a big deal now for capex monetization but many A.I. futurists strongly seeing open models and trailing models winning the future over frontier models. This is exactly what AWS is built for so they will become the clear winner if this occurs. If not they are positioned well with balanced risk across Anthropic/OpenAI and every other model. 
 
Token price declines make usage explode to its maxi potential and that always needs more compute, cloud, power, security of AWS. Ask your LLM of choice about &quot;Jevon&#39;s Paradox&quot;.",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:34:27Z,"$AMZN Blue Origin raise is in process now. Gemini and Grok confirmed Bezos previous massive trading plan(expired May 25th 2026) of 25M shares~  $5B should suffice and no new trading plan has been released for Bezos since then. He can&#39;t sell on w whim without a scheduled/official plan.  
 
This outside raise is obviously to make B.O. self sufficient with no more heavy dependence on Bezos or Amazon to pay any further.= PHEW.",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:33:59Z,$AMZN just wait til that 20% of Anthropic is worth a trillion in itself in a couple years with AWS business attached and not to mention the $50 BILLION invested in OpenAI for a dynamic strategic partnership. I just keep buying.  The Capex “worry” isn’t real when you’ve got insane backlog that you can service.,1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:31:37Z,"$CCXI First humanoid robotics company that will go public. That means they’re confident enough to open up the books. $AMZN and $NVDA backed. $300M in booked orders. This is the same SPAC group that made $OKLO public. 

https://www.stocktitan.net/sec-filings/CCXI/425-churchill-capital-corp-xi-business-combination-communication-2471d642e6df.html",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:21:12Z,$ORCL $META $AMZN $GOOG https://www.youtube.com/watch?v=5Sd3O-b-oPw,-1.0,bearish,stocktwits_label
AMZN,stocktwits,2026-07-09T00:19:28Z,"$SPY $META $GOOG $AMZN $NVDA 

The borrowing frenzy is taking place now because there’s a good possibility that 10+% will be the prime borrow rate in the coming years. 

We’re in the early stages of the next commodities super cycle. 

Yields go higher. 
Oil goes higher and only the strongest companies will come out the other side. 

We will see hundreds of bankruptcies in the next few years with larger companies. 

Now speaking of small businesses and individuals, it will be hundreds of thousands.

Financial flush. A complete reset. 

Higher commodity prices = Stagflation/Bankruptcy 

Get ready for the homelessness crisis to build in 2027. 

Unemployment is going to jump in 2027. 
This AI buildout isn’t benefiting anyone. 
Unless you’re directly tied to it, you’re broke. 

People look at home equity and stock investments and feel wealthier, but that’s not money unless you sell. 

When the market falls, then what. 

Look at the national savings rate attached. 

The cookie is crumbling.",,,
AMZN,stocktwits,2026-07-08T23:53:37Z,"Amazon launched the Claude App Gateway for AWS, a self-managed control system that gives organizations centralized management of access, spending and policy enforcement for Claude Code and Claude Desktop applications. The gateway eliminates the need for individual cloud credentials and manual configuration, allowing enterprises to deploy it through Amazon Bedrock to keep data within AWS security boundaries or through Claude Platform on AWS for a native Claude experience. 
Built as a stateless container that runs on Amazon ECS, EKS or EC2 with a PostgreSQL backend, the gateway integrates with OpenID Connect identity providers and issues short-lived authentication tokens through single sign-on. It also manages identity administration, inference request routing, telemetry, spending controls and policy enforcement. Organizations can set daily, weekly and monthly spending limits by user, group or organization, with requests automatically blocked when thresholds are exceeded.  
$AMZN",,,
AMZN,stocktwits,2026-07-08T23:40:43Z,"$AMZN I just do not know why this is down.

Switched prime day dates so all the money that they made the billions of dollars at this prime day will we be reporting on this earnings 

The deal with anthropic that&#39;s going to be billions of dollar

Tranium chips they used to keep them in house they&#39;re selling them on the open market. 

AWS is kicking ass. 

Amazon freight has now opened up to third party shippers. I used to only move trailers from Amazon to Amazon . Now I&#39;m picking up freight from third party shippers and delivering it.",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-08T23:02:45Z,$AMZN deport jeff bezos for being ugly af,-1.0,bearish,stocktwits_label
AMZN,stocktwits,2026-07-08T21:45:10Z,"Anthropic&#39;s top-line rev has scaled faster than almost any software company in history 
 
Anthropic&#39;s ARR to surge past $60B by YE26 - a massive leap from the $9B run rate it recorded at YE25 
 
 Antropic had $4.8 B in revs in 1Q26 &amp; f/casted  to hit $10.9B by 2Q26 
 
SemiAnalysis projects that Anthropic&#39;s quarterly operating profit (GAAP EBIT) will exceed $1B in 3Q26 w/ gross margins exceeding 80% on its API business, driven by a net rev retention rate of roughly 500% - this positions them for a potential $6T valuation by 2027 
 
Note: Valuation based on latest funding raising: $965B  
 
Note: Anthropic has aggressive spending commitments, including a $15 B/yr compute deal w/ SpaceX &amp; massive multi-billion dollar infrastructure contracts w/ $GOOGL &amp; $AMZN",1.0,bullish,stocktwits_label
AMZN,stocktwits,2026-07-08T21:32:42Z,"$AMZN has already borrowed over $100B this year, with some maturities pushed out 40-50 years. 
 
That’s the biggest debt load among the hyperscalers funding the AI buildout. 
 
Clear sign the market is being asked to absorb a lot of long-dated leverage here.",,,
AMZN,stocktwits,2026-07-08T21:32:29Z,"The market often misprices great companies during periods of uncertainty.  
 
Here are some long-term valuation scenarios traders are watching - based on future growth, earnings expansion, and continued execution: 
 
$META  is a $2000 stock trading at $600 
$TSLA  is a $100 stock trading at $390 
$SNDK  is a $600 stock trading at $1700 
$AMZN  is a $500 stock trading at $240 
$NOW  is a $300 stock trading at $105 
 
These are not guarantees or price predictions-just examples of how sentiment and growth expectations can create major valuation gaps over time. 
 
Next week’s portfolio and watchlist are now live. 
Check back for updated trading strategies and market analysis based on current market conditions, sector rotation, and risk-adjusted opportunities.",,,
AMZN,stocktwits,2026-07-08T21:20:15Z,"The AI infrastructure race is expanding beyond chips and data centers. 
 
Tech giants are securing two critical resources: energy capacity and strategic market access. 
 
$META 🇨🇦 
Investing billions into a large-scale data center project in Alberta, focusing on reliable power to support future AI workloads. 
 
$AMZN 🇵🇭 
Expanding cloud infrastructure in Southeast Asia with a dedicated AWS region to capture long-term digital growth. 
 
The message is clear: AI growth requires more than GPUs. It needs power, land, networks, and global infrastructure. 
 
The buildout is still accelerating. 
 
Keeping AI infrastructure names on my watchlist. Follow for more market themes and opportunities.",,,
AMZN,stocktwits,2026-07-08T21:14:06Z,"This could be one of the fastest ways to build toward a $1M portfolio by the end of 2026. 
 
The biggest opportunities often come from recognizing strong trends early and positioning before the crowd. 
 
$MRVL  → $225 Must buy 
$AMD  → $510 Must buy 
$TSLA  → $388 Must buy 
$AMZN  → $240 Must buy 
$MSFT → $380MUST buy 
 
This portfolio will protect you this year  
 
If you want to see the high-conviction stocks I’m watching, my full portfolio, and every trade I make… 
 
Head to my profile.",,,
AMZN,stocktwits,2026-07-08T21:10:12Z,$AMZN $META who said that it’s on top of the allocated spend?,,,
AMZN,stocktwits,2026-07-08T21:01:28Z,"Mag 7 capex keeps running hot. 
 
$AMZN dropping $5B in the Philippines for AWS   
$META putting $10B into Canada for an AI data center 
 
That’s on top of the hundreds of billions already committed.   
The spend is still accelerating. 😱",,,
AMZN,stocktwits,2026-07-08T20:51:11Z,"Blue Origin is reportedly raising about $10 billion in its first external funding round, valuing Jeff Bezos&#39; space company at $130 billion, according to CNBC. Bezos is expected to contribute $2 billion, while hedge fund Coatue Management will invest around $4 billion, with the remaining $4 billion drawing strong interest from other large institutional investors. 
The fundraising follows SpaceX&#39;s record IPO last month, which raised nearly $86 billion and valued Elon Musk&#39;s company at roughly $2 trillion, highlighting continued investor appetite for the commercial space sector. 
Founded by Bezos in 2000, Blue Origin has historically been funded through sales of his Amazon shares and competes with SpaceX in heavy-lift launch vehicles, lunar landers, and satellite internet. The capital raise comes despite a setback in May, when a New Glenn rocket exploded during a static fire test in Florida. 
 $AMZN $SPCX",,,
AMZN,stocktwits,2026-07-08T20:39:43Z,"$AMZN AWS just launched the Claude Application Gateway. 
 
Another move deeper into AI infrastructure and model access. AWS keeps widening the stack, and this adds more weight to the long-term cloud + AI monetization story.",,,
AMZN,stocktwits,2026-07-08T20:38:27Z,"@howardlindzon The industry will transition from capital-intensive data center construction (1st phase) to the active monetization of their cloud backlogs (2nd phase). Cloud computing growth continues to accelerate, heavily fueled by the rise of enterprise agentic AI workloads.  
 
IMHO the world still has massive digital runways left to capture. While enterprise AI adoption is growing, trillions of  everyday operational workflows have yet to deploy autonomous AI agents 
 
Global data created has grown  &gt; +3x over last 5yrs to 230+ zettabytes. Meanwhile, AI tokens have exploded from near-zero to tens of quadrillions per month, with no signs of slowing down 
 
Companies are further optimizing margins thru aggressive cost rationalization. This is driven by internalizing custom hardware &amp; a strategic pivot away from expensive 3rd-party LLMs 
 
The market has deservingly has discounted growth concerns for $MSFT - currently trades below the market multiple - Intelligent Cloud segment will need to carry the other 2 segments which will only see growth from increase in prices rather than volume. Should Copilot adoption increase than that is simply icing on the cake 
 
$GOOGL &amp; $AMZN deserve a premiuim b/c their highly diversified core ecosystems support growth outside of pure cloud compute - high margin Ad market continues to grow which should provide more earnings stability  
 
Eventually, (5+ years) we will see a price war develop as hyperscalers look to intentionally squeeze out neocloud capacity - the 3rd phase",,,
